statement_id,file_name,file_path,line,statement_type,statement_text_or_paraphrase,continuous_or_discrete,v5_compatible,needs_repair
S0141,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,738,global error process definition,|\theta(x)-x|\le C_\theta\sqrt x\log^2x.,unspecified,True,False
S0142,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,756,theta-window continuity claim,Prove the sign of the global first crossing is extracted into \(E_\theta(J)\).,unspecified,True,False
S0143,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,26,global error process definition,"2. in **theta first-crossing**, where a \(\theta(x)-x\) first crossing must localize to a compatible local theta interval \(J\), and then to either the negative R2Q/B2 deficit channel or the positive harmless channel.",unspecified,True,False
S0144,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,97,global error process definition,\mathcal H(x)=\theta(x)-x.,unspecified,True,False
S0145,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,103,global error process definition,|\mathcal H(x)|,unspecified,True,False
S0146,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,119,theta-window continuity claim,E_\theta(J)=\theta(y+h)-\theta(y)-h.,unspecified,True,False
S0147,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,164,theta-window continuity claim,E_\theta(J)<0,unspecified,True,False
S0148,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,172,theta-window continuity claim,E_\theta(J)>0,unspecified,True,False
S0149,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,251,theta-window continuity claim,E_\theta(J),unspecified,True,False
S0150,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,262,theta-window continuity claim,E_\theta(J)\text{ sign-compatible and covered.},unspecified,True,False
S0151,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,269,theta-window continuity claim,E_\theta(J)<0,unspecified,True,False
S0152,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,277,theta-window continuity claim,E_\theta(J)>0,unspecified,True,False
S0153,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,313,continuous all-x claim,"x\ge P_0,",unspecified,True,False
S0154,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,319,P0 transition statement,x<P_0.,unspecified,True,False
S0155,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,453,theta-window continuity claim,E_\theta(J)<0.,unspecified,True,False
S0156,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,465,theta-window continuity claim,E_\theta(J)>0.,unspecified,True,False
S0157,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,486,candidate window selection rule,### FCL-1 — Window Selection Lemma,discrete_or_window,True,False
S0158,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,527,theta-window continuity claim,E_\theta(J),unspecified,True,False
S0159,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,538,theta-window continuity claim,\text{local }E_\theta(J)\text{ sign}.,unspecified,True,False
S0160,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,583,theta-window continuity claim,"E_\theta(J)<0,",unspecified,True,False
S0161,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,597,theta-window continuity claim,"E_\theta(J)>0,",unspecified,True,False
S0162,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,6,theta-window continuity claim,**Status:** Global theta-envelope reclosure after primitive-backed FullFCL v2,unspecified,True,False
S0163,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,7,theta-window continuity claim,**Purpose:** Update the global theta-envelope closure after RawR2Q was upgraded from coordinate-level empirical support to primitive-backed admissibility.,unspecified,True,False
S0164,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,13,theta-window continuity claim,The global theta-envelope closure can now be restated with a stronger internal support layer.,unspecified,True,False
S0165,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,18,continuous all-x claim,\mathsf{FullFCL}_{x\ge P_0},unspecified,True,False
S0166,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,20,P0 transition statement,\mathsf{FiniteThetaEnvelope}_{2\le x<P_0},unspecified,True,False
S0167,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,22,global error process definition,|\theta(x)-x|,unspecified,True,False
S0168,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,31,continuous all-x claim,\mathsf{FullFCL}^{(v2)}_{x\ge P_0},unspecified,True,False
S0169,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,33,P0 transition statement,\mathsf{FiniteThetaEnvelope}_{2\le x<P_0},unspecified,True,False
S0170,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,35,global error process definition,|\theta(x)-x|,unspecified,True,False
S0171,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,66,theta-window continuity claim,The earlier global theta-envelope closure relied on an empirically closed FullFCL stack.,continuous,True,False
S0172,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,91,theta-window continuity claim,E_\theta(J)>0,unspecified,True,False
S0173,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,99,theta-window continuity claim,E_\theta(J)<0.,unspecified,True,False
S0174,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,111,P0 transition statement,"P_0=500,000,000.",unspecified,True,False
S0175,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,123,global error process definition,\mathcal H(x)=\theta(x)-x.,unspecified,True,False
S0176,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,130,global error process definition,|\mathcal H(x)|,unspecified,True,False
S0177,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,141,P0 transition statement,2\le x<P_0;,unspecified,True,False
S0178,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,145,continuous all-x claim,x\ge P_0.,unspecified,True,False
S0179,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,152,theta-window continuity claim,The finite continuous theta-envelope certificate verifies:,continuous,True,False
S0180,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,155,global error process definition,|\theta(x)-x|,unspecified,True,False
S0181,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,159,P0 transition statement,"(2\le x<P_0),",unspecified,True,False
S0182,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,179,global error process definition,"\max_{2\le x<P_0,\,\theta(x)-x>0}",unspecified,True,False
S0183,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,179,P0 transition statement,"\max_{2\le x<P_0,\,\theta(x)-x>0}",unspecified,True,False
S0184,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,180,global error process definition,\frac{|\theta(x)-x|}{\sqrt{x}\log^2x},unspecified,True,False
S0185,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,219,theta-window continuity claim,E_\theta(J)>0,unspecified,True,False
S0186,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,227,theta-window continuity claim,"E_\theta(J)<0,",unspecified,True,False
S0187,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,270,global error process definition,|\theta(x)-x|,unspecified,True,False
S0188,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,273,P0 transition statement,"\quad(2\le x<P_0),",unspecified,True,False
S0189,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,292,global error process definition,|\theta(x)-x|,unspecified,True,False
S0190,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,309,global error process definition,|\theta(x)-x|>C_\theta\sqrt{x}\log^2x\}.,unspecified,True,False
S0191,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,318,theta-window continuity claim,"then this contradicts the finite theta-envelope certificate, since:",unspecified,True,False
S0192,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,335,global error process definition,|\theta(x)-x|,unspecified,True,False
S0193,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,6,theta-window continuity claim,**Status:** Finite continuous theta-envelope certificate closed and independently validated,continuous,True,False
S0194,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,7,theta-window continuity claim,**Purpose:** Integrate the finite theta-envelope certificate into the RH repair-and-close proof stack.,unspecified,True,False
S0195,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,13,theta-window continuity claim,The missing finite continuous theta-envelope certificate is now closed.,continuous,True,False
S0196,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,19,global error process definition,|\theta(x)-x|,unspecified,True,False
S0197,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,23,P0 transition statement,"\text{for all }2\le x<P_0,",continuous,True,False
S0198,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,31,P0 transition statement,"P_0=500,000,000.",unspecified,True,False
S0199,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,45,theta-window continuity claim,Therefore any global theta-envelope constant satisfying:,unspecified,True,False
S0200,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,56,P0 transition statement,"2\le x<500,000,000.",unspecified,True,False
S0201,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,59,theta-window continuity claim,This closes the finite continuous theta-envelope component.,continuous,True,False
S0202,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,75,theta-window continuity claim,But it did **not** close the continuous all-\(x<P_0\) theta-envelope certificate because no exact theta prefix table was available.,continuous,True,False
S0203,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,75,P0 transition statement,But it did **not** close the continuous all-\(x<P_0\) theta-envelope certificate because no exact theta prefix table was available.,continuous,True,False
S0204,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,81,global error process definition,\text{verify }|\theta(x)-x|\le C_\theta\sqrt{x}\log^2x,unspecified,True,False
S0205,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,82,continuous all-x claim,\text{ for every }x<P_0.,unspecified,True,False
S0206,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,82,P0 transition statement,\text{ for every }x<P_0.,unspecified,True,False
S0207,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,92,theta-window continuity claim,The finite theta-envelope certificate reports:,unspecified,True,False
S0208,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,105,P0 transition statement,"\pi(500,000,000)=26,355,867.",unspecified,True,False
S0209,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,116,P0 transition statement,\max_{2\le x<P_0},unspecified,True,False
S0210,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,117,global error process definition,\frac{|\theta(x)-x|}{\sqrt{x}\log^2x},unspecified,True,False
S0211,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,193,global error process definition,"\max_{2\le x<P_0,\,\theta(x)-x>0}",unspecified,True,False
S0212,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,193,P0 transition statement,"\max_{2\le x<P_0,\,\theta(x)-x>0}",unspecified,True,False
S0213,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,194,global error process definition,\frac{\theta(x)-x}{\sqrt{x}\log^2x}=0.,unspecified,True,False
S0214,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,204,P0 transition statement,"\text{for }2\le x<500,000,000.",unspecified,True,False
S0215,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,237,global error process definition,R(x)=\frac{|\theta(x)-x|}{\sqrt{x}\log^2x}.,unspecified,True,False
S0216,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,274,theta-window continuity claim,### 7.2 Finite continuous theta-envelope certificate,continuous,True,False
S0217,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,296,P0 transition statement,2\le x<P_0,unspecified,True,False
S0218,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,298,global error process definition,|\theta(x)-x|,unspecified,True,False
S0219,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,308,theta-window continuity claim,The global theta-envelope proof now splits cleanly:,unspecified,True,False
S0220,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,312,P0 transition statement,2\le x<P_0,unspecified,True,False
S0221,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,314,global error process definition,|\theta(x)-x|,unspecified,True,False
S0222,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,330,continuous all-x claim,x\ge P_0,unspecified,True,False
S0223,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,332,global error process definition,|\theta(x)-x|,unspecified,True,False
