statement_id,file_name,file_path,line,statement_type,statement_text_or_paraphrase,scope,v5_compatible,needs_repair
S0115,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,78,continuous/discrete scope statement,`Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Proof_Attack_v1.md`.,theorem_or_unspecified,True,False
S0116,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,91,FullFCL threshold statement,prime_mesh_r2q_firstcrossing_localization_fullfcl_review.csv,theorem_or_unspecified,True,False
S0117,Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\audit\Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,1,continuous/discrete scope statement,# Prime Mesh R2Q — FirstCrossing EndpointSign Audit v1,theorem_or_unspecified,True,False
S0118,Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\audit\Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,7,continuous/discrete scope statement,Resolve endpoint sign orientation for upper/lower first crossings.,theorem_or_unspecified,True,False
S0119,Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\audit\Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,30,Q_R2Q threshold meaning,| `Q_R2Q_max` | `0.2157084836048593` |,theorem_or_unspecified,True,False
S0120,Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\audit\Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,31,Q_R2Q threshold meaning,| `Q_R2Q_gt_0p75_count` | `0` |,theorem_or_unspecified,True,False
S0121,Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\audit\Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,43,Q_R2Q threshold meaning,| `Q_R2Q_max` | `1.8193520399038576` |,theorem_or_unspecified,True,False
S0122,Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\audit\Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,44,Q_R2Q threshold meaning,| `Q_R2Q_gt_0p75_count` | `3` |,theorem_or_unspecified,True,False
S0123,Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\audit\Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,52,continuous/discrete scope statement,"Lower/negative crossings satisfy raw `E_theta < 0`. They do not contradict direct sign directly, but the data shows zero surviving unrepaid lower candidates and complete safety through O2/B3/finite/non-surviving channels.",candidate_set,True,False
S0124,Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\audit\Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,56,direct threshold sign compatibility,- Uses direct threshold sign: `True`.,theorem_or_unspecified,True,False
S0125,Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\audit\Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,61,continuous/discrete scope statement,Row-level outputs were written to `prime_mesh_r2q_firstcrossing_endpointsign_data_rows.csv`.,theorem_or_unspecified,True,False
S0126,Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\audit\Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,67,continuous/discrete scope statement,| Raw-vs-oriented endpoint sign | `resolved_as_raw_with_orientation_variable` | E_theta is raw; local_theta_sign gives crossing orientation and E_theta_out=sigma*E_theta is positive. | `Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Theorem_Target_v1.md` |,theorem_or_unspecified,True,False
S0127,Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\audit\Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,68,continuous/discrete scope statement,"| Oriented local direct sign | `not_available` | Direct sign is stated in raw E_theta coordinates, so a uniform outward-oriented contradiction is not available without a signed local theorem. | `Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Theorem_Target_v1.md` |",theorem_or_unspecified,True,False
S0128,Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\audit\Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,69,continuous/discrete scope statement,| Lower crossing closure | `closed_by_o2b3_finite_data` | Lower rows are raw negative; data shows zero surviving unrepaid lower candidates and complete O2/B3/finite/non-surviving safety. | `Prime_Mesh_R2Q_FirstCrossing_LowerCrossing_O2B3_Closure_Target_v1.md` |,candidate_set,True,False
S0129,Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\audit\Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,82,continuous/discrete scope statement,prime_mesh_r2q_firstcrossing_endpointsign_audit.py,theorem_or_unspecified,True,False
S0130,Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\audit\Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,83,continuous/discrete scope statement,prime_mesh_r2q_firstcrossing_endpointsign_summary.csv,theorem_or_unspecified,True,False
S0131,Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\audit\Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,84,continuous/discrete scope statement,prime_mesh_r2q_firstcrossing_endpointsign_file_review.csv,theorem_or_unspecified,True,False
S0132,Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\audit\Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,85,continuous/discrete scope statement,prime_mesh_r2q_firstcrossing_endpointsign_statement_inventory.csv,theorem_or_unspecified,True,False
S0133,Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\audit\Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,86,continuous/discrete scope statement,prime_mesh_r2q_firstcrossing_endpointsign_data_rows.csv,theorem_or_unspecified,True,False
S0134,Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\audit\Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,87,continuous/discrete scope statement,prime_mesh_r2q_firstcrossing_endpointsign_upper_lower.csv,theorem_or_unspecified,True,False
S0135,Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\audit\Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,88,continuous/discrete scope statement,prime_mesh_r2q_firstcrossing_endpointsign_v5_compatibility.csv,theorem_or_unspecified,True,False
S0136,Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\audit\Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,89,continuous/discrete scope statement,prime_mesh_r2q_firstcrossing_endpointsign_gaps.csv,theorem_or_unspecified,True,False
S0137,Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\audit\Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,90,continuous/discrete scope statement,prime_mesh_r2q_firstcrossing_endpointsign_o2b3_lower.csv,theorem_or_unspecified,True,False
S0138,Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\audit\Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,91,continuous/discrete scope statement,prime_mesh_r2q_firstcrossing_endpointsign_orientation_test.csv,theorem_or_unspecified,True,False
S0139,Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\audit\Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Audit_v1.md,92,continuous/discrete scope statement,prime_mesh_r2q_firstcrossing_endpointsign_counterexamples.csv,theorem_or_unspecified,True,False
S0140,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,6,continuous/discrete scope statement,**Status:** Closure update for endpoint sign-orientation layer,theorem_or_unspecified,True,False
S0141,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,13,certificate result statement,"The endpoint sign-orientation gap is closed in the audited stack by an **upper/lower split**, not by a unified outward-sign theorem.",candidate_set,True,False
S0142,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,13,continuous/discrete scope statement,"The endpoint sign-orientation gap is closed in the audited stack by an **upper/lower split**, not by a unified outward-sign theorem.",candidate_set,True,False
S0143,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,39,subthreshold non-obstruction statement,and are harmless/subthreshold:,theorem_or_unspecified,True,False
S0144,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,42,0.75 constant justification,Q_{\rm R2Q}\le0.305<0.75.,theorem_or_unspecified,True,False
S0145,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,57,threshold relevance definition,"Thus the endpoint sign issue no longer blocks the GlobalBridge, provided the remaining covering/localization and threshold relevance assumptions are accepted/proven.",theorem_or_unspecified,True,False
S0146,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,57,continuous/discrete scope statement,"Thus the endpoint sign issue no longer blocks the GlobalBridge, provided the remaining covering/localization and threshold relevance assumptions are accepted/proven.",theorem_or_unspecified,True,False
S0147,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,63,continuous/discrete scope statement,The FirstCrossing EndpointSign audit reports:,theorem_or_unspecified,True,False
S0148,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,123,direct threshold sign compatibility,Direct threshold sign found:,theorem_or_unspecified,True,False
S0149,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,133,continuous/discrete scope statement,Raw endpoint sign:,theorem_or_unspecified,True,False
S0150,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,149,continuous/discrete scope statement,Outward endpoint sign:,theorem_or_unspecified,True,False
S0151,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,168,0.75 constant justification,Q_{\rm R2Q}>0.75,theorem_or_unspecified,True,False
S0152,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,176,0.75 constant justification,Q_{\rm R2Q}>0.75,theorem_or_unspecified,True,False
S0153,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,210,0.75 constant justification,Q_{\rm R2Q}>0.75\text{ count}=0.,theorem_or_unspecified,True,False
S0154,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,222,0.75 constant justification,0.75.,theorem_or_unspecified,True,False
S0155,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,233,0.75 constant justification,Q_{\rm R2Q}\le0.305<0.75.,theorem_or_unspecified,True,False
S0156,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,237,first-crossing obstruction definition,So upper crossings cannot be threshold first-crossing obstructions.,theorem_or_unspecified,True,False
S0157,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,246,0.75 constant justification,"Q_{\rm R2Q}>0.75,",theorem_or_unspecified,True,False
S0158,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,249,direct threshold sign compatibility,then direct threshold sign gives:,theorem_or_unspecified,True,False
S0159,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,252,0.75 constant justification,Q_{\rm R2Q}>0.75,theorem_or_unspecified,True,False
S0160,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,265,direct threshold sign compatibility,Thus the upper branch closes by direct threshold sign / positive harmlessness.,theorem_or_unspecified,True,False
S0161,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,292,0.75 constant justification,Q_{\rm R2Q}>0.75\text{ count}=3.,theorem_or_unspecified,True,False
S0162,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,335,continuous/discrete scope statement,\text{lower first-crossing candidate},candidate_set,True,False
S0163,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,337,first-crossing obstruction definition,\text{no surviving unrepaid obstruction}.,theorem_or_unspecified,True,False
S0164,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,346,0.75 constant justification,"E_\theta<0,\quad Q_{\rm R2Q}\le0.75",theorem_or_unspecified,True,False
S0165,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,359,certificate result statement,### finite/non-surviving certificates,theorem_or_unspecified,True,False
S0166,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,377,continuous/discrete scope statement,Let \(J\) be an admissible first-crossing row with raw endpoint sign \(E_\theta(J)\) and crossing orientation \(\texttt{local\_theta\_sign}\).,theorem_or_unspecified,True,False
S0167,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,390,0.75 constant justification,Q_{\rm R2Q}(J)\le0.305<0.75.,theorem_or_unspecified,True,False
S0168,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,407,first-crossing obstruction definition,So \(J\) is not a surviving lower obstruction.,theorem_or_unspecified,True,False
S0169,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,409,continuous/discrete scope statement,Therefore the endpoint sign-orientation layer is closed by the upper/lower split.,theorem_or_unspecified,True,False
S0170,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,424,threshold relevance definition,2. **Threshold relevance**,theorem_or_unspecified,True,False
S0171,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,428,0.75 constant justification,Q_{\rm R2Q}>0.75,theorem_or_unspecified,True,False
S0172,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,432,continuous/discrete scope statement,3. **Upper/lower endpoint sign split**,theorem_or_unspecified,True,False
S0173,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,433,subthreshold non-obstruction statement,"- upper rows: \(E_\theta>0\), subthreshold;",theorem_or_unspecified,True,False
S0174,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,438,first-crossing obstruction definition,- lower: O2/B3 no surviving unrepaid obstruction.,theorem_or_unspecified,True,False
S0175,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,440,first-crossing obstruction definition,5. **No surviving first crossing**,theorem_or_unspecified,True,False
S0176,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,455,direct threshold sign compatibility,3. uses direct threshold sign;,theorem_or_unspecified,True,False
S0177,Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\closure_updates\Prime_Mesh_R2Q_FirstCrossing_UpperLowerSplit_Closure_Update_v1.md,458,certificate result statement,6. preserves finite certificates;,theorem_or_unspecified,True,False
